,clean_text,airline_sentiment
12571,americanair thanks submitted damaged bag complaint online anything else goodcustomerservice,0
12572,americanair thanks,2
12573,americanair responded respond response speak someone worstcustomerserviceever,0
12574,americanair thanks always airline choice possible,2
12575,americanair gate agents disappeared customer service agents miserable unhelpful letdown neveragain,0
12576,americanair report missing baggage baggage claim leaves midnight,0
12577,americanair connecting customer service rep rather speak person computer thanks,0
12578,americanair tsa tried check things bought people told late flight want things back,0
12579,americanair arrived pm eastern deplane crjs airstairs icy tarmac valet bags sent carousel pm,0
12580,americanair attended corrected complaints via twitter whoa brave new world live thank american air,2
12581,americanair get anyone phone day flight rebooked missing conference flt tomorrow,0
12582,americanair united spiritairpr fioretti ndward chicagosmayor garcia chicago bs noise late flight norahm http co cfzdjmn ui,0
12583,americanair sad afford long distance trips though,0
12584,americanair btw guys consider making lounge austin intl airport populate flightd area help company sure,2
12585,djevolutionhd ep travels k miles yr americanair would expect horrible travel experience,0
12586,americanair expecting delays dfw tomorrow morning,1
12587,americanair worst customer service experience ever bad lawyer enjoy wrath,0
12588,americanair beyond complicated feels like used fly united platinum means nothing,0
12589,americanair look forward hearing back hope next trip like,0
12590,americanair oh trust love beautiful,1
12591,americanair followed sure hope help,1
12592,americanair boeingairplanes really would love experience first class plane looks stunning,2
12593,americanair love service cheap upgrades american provides one best airlines ever good food good seats amazing thanks,2
12594,americanair broke sick wife luggage handle going jfk lax drag bag thru airport customerservice,0
12595,americanair gerri elliott every chance get thanks keeping exec platinum,2
12596,americanair yet waiting connected agent,0
12597,americanair expect response customer relations,0
12598,americanair yet waiting connected agent,1
12599,americanair glad wanted help agent call rant shitty service every day,0
12600,americanair hours cancelled flight change itineraries booked online hours impossible scenario,0
12601,americanair flights via united arrive dfw car parked iah,0
12602,americanair online site flights listed chronological order resulting mis purchase anything done,0
12603,americanair found footage happy,2
12604,americanair well cleared customs auh need get iah arrive dfw possible retrieve luggage iad,1
12605,americanair share many many others filmcrew media wsj nytimes latimes chicagotribune,1
12606,americanair tell get abi earlier pm tomorrow,1
12607,americanair everyone else outstanding,0
12608,americanair last dfw ord weather relate flightd austin leg delayed well,0
12609,americanair bag flew aa flew delta still sure whose final carrier referred,0
12610,americanair follow back dm guys,1
12611,americanair cancelled flightled flights last name right thing reinstate tickets,0
12612,americanair flight veers icy runway dfwairport dfw flights cancelled flighted mon http co q pown uv cowboycerrone figures right,0
12613,americanair know love airline friends megentripodi jordnnicole problem retaining info need,0
12614,americanair late flightr complete itinerary changes lost work time yeah got rebooked,0
12615,americanair surprised fastest responding us brand twitter q q also th fastest world q,2
12616,americanair got kidding look pictures hoping flight came whole story much,0
12617,americanair clueless kind rez agnt contacted usair around midnite told missed funeral,0
12618,nice try americanair heard crew whisper still hotel probably think work tomorrow,0
12619,americanair hand sanitizer bathrooms flights,1
12620,americanair airport right people know react help situation frustrated,0
12621,americanair thank,2
12622,americanair break whatever want take responsibility bad customer media filmcrew chicagotribune wsj nytimes cnn,0
12623,americanair flight veers icy runway dfwairport dfw flights cancelled flighted monday flightaware says http co atwyifh zy,0
12624,americanair mom tried also reason change literally said rather empty seat,0
12625,americanair apology necessary wind delta xoxo,2
12626,americanair fucking suck,0
12627,americanair thank,2
12628,americanair way,1
12629,americanair traveling auh iad via etihad iad dfw via aa able retrieve checked bag iad,1
12630,americanair serious thread maybe guys read fail,0
12631,americanair th plane day first taken svc scheduled dep p still ground ord pm,0
12632,americanair joanne san diego staff phenomenal give girl raise handled flightnightmare better anyone,2
12633,americanair beyond redemption jfk baggage claim looks like luggage warehouse,0
12634,americanair sent,1
12635,americanair flight,1
12636,americanair thanks aa dart getting home time work morning den dfw waste vaca day dartmedia,2
12637,americanair even followed still get answer phones worst customer service ever customerservice fail,0
12638,americanair yeah gunna nothing whole organization joke,0
12639,americanair sister received call trip wednesday flts cancelled flightled resched next day,0
12640,americanair great tell fix suntimes wsj latimes nytimes media filmcrew photography cameragear,0
12641,americanair hr min delayed still waiting need something improve http co ntptr,0
12642,americanair says web site u fly directly ord dub try book says stopped,0
12643,americanair glad hear serious injuries minor crash dfwairport evening,2
12644,americanair booked us airways site see cancelled flight link,0
12645,americanair sit airport long periolodicly time planes nasty,0
12646,americanair snow ice forecast dfw tu pm change policy reservations hold wed morning leeway,1
12647,americanair space seat thanks pilots back mn early ohare think possible sna ord,2
12648,americanair late flight geez flt late flight delays typical,0
12649,americanair guys wifi international flights,1
12650,americanair add insult injury go pick real class act stick delta,0
12651,americanair absolutely disappointed lack service lost bag even deliver told would happen,0
12652,americanair followed,2
12653,americanair preferred seats,1
12654,americanair aa load people board th plane long day first unserviceable,0
12655,americanair late flightst usair earlier,1
12656,americanair delays tonight flight dfw sat family members board,1
12657,americanair going flight delay lot,0
12658,americanair use swu finnair codeshare american operated flight jfk man thanks advance help,1
12659,americanair tried multiple people already sat phone hour half got nowhere,0
12660,americanair one booked different ones past days,0
12661,americanair nope make changes online mins hold time dealing w rude rep hour window closed,0
12662,americanair care customers break gear tell u anything wsj latimes chicagotribune media filmcrew,0
12663,americanair yes twice two different flights occasions,1
12664,americanair cover photo twa wondering,1
12665,americanair unable access website try,0
12666,americanair yikes,1
12667,americanair hopefully fixed got new aircraft us waiting board,1
12668,americanair best planes business aa today http co vdi wqsf,0
12669,americanair usairways need cancelled flight flight booked earlier tonight able twitter,1
12670,americanair loved todays fight bad draft airplane please add air air thanksm,0
12671,keep americanair,2
12672,americanair louprice aacustomerservice apology good enough planes mechanical hours delayed unacceptable,0
12673,americanair thx apology commitment fix broken system would better actually fixing would better still,0
12674,americanair seats assigned inappropriate child age aa knew age child,0
12675,americanair biggest joke ever seen telling everyone never use guys cause joke,0
12676,americanair pay accommodations ones cancelled flightling reason know saying lying cause weather,0
12677,americanair airport extra nights hotels heard anything embarrassing airline saying,0
12678,americanair getting bit ridiculous made miss full days work pay cabs back forth,0
12679,americanair assistance helpful frustrating disappointing experience amp w small children inconvenient,0
12680,americanair cancelled flight flight saying cause weather condition flight cancelled flight,0
12681,americanair guys huge joke cancelled flight flight reason rd time one trip,0
12682,americanair going pathetic online work phone wants give seat assignment,0
12683,americanair received ticket thank help,2
12684,americanair jet slides icy taxiway dfwairport story http co ponj jide http co dcwerz kr,1
12685,americanair getting hand called reservations reserve seats let select online fee,0
12686,americanair flight delayed hours human errors like food truck hitting plane lines frozen,0
12687,americanair disappointed airline never book guys,0
12688,americanair thanks,2
12689,americanair found lost luggage bring tomorrow next day weather nicer terrible service,0
12690,americanair would ok send dm asking questions deaf hold long,0
12691,americanair sorry disappointed outoftouchwithreality people kids jobs,0
12692,americanair nrosenb allowing book available seats,0
12693,americanair seriously flights detroit dallas cancelled flightled days row want get home amp see wife amp kids,0
12694,americanair delays trapped planes water air never ever ever neveragain aafail,0
12695,americanair literally told rather empty seat mom get come earlier amp take dr appointment wow,0
12696,americanair posted response facebook everyone see people appalled lack concern,0
12697,americanair advantage deactivated think deactivate customers acct without knowledge help,0
12698,americanair thanks making worst flying experience ever different planes mechanical issues hours counting,0
12699,americanair backpack need see agent,0
12700,americanair really wanted sign airline credit card absurd change fee switch flight made think twice,0
12701,americanair sent email customer service night happened ur response basically bad sorry contact u,0
12702,americanair hi aa placed itin hold expire logged acct gone seat released inv help,0
12703,americanair tpa ord aa another successful journey thanks hospitality,2
12704,americanair thank response much appreciated,2
12705,americanair flights using gate w buses planes awful boarding process hour half late flight,0
12706,americanair another line call hold hours also get compensated loss time money,0
12707,americanair rizzilient days finally got automated service call back hung beyond ridicules help,0
12708,americanair asked waiver change fee flight booked w past hrs rep rude told even try help,0
12709,americanair idea flight hsv dfw tomorrow cancelled flightled minutes ago,1
12710,americanair thanks actually made connection flight delayed guess delays bad thing http co xggcntco,2
12711,americanair issue long wait infinite loop system let customer wait leave message,0
12712,americanair policy change seen people hamsters rabbits,1
12713,americanair thanks attendant flight advising connect flight held ran kids flight departed poor service miami,0
12714,americanair hour waiting phone us air help hours waiting airport yesterday love service guys,0
12715,americanair standing baggage claim waiting bags hour dfw gate feet nothappy,0
12716,americanair right missed connection three hour kay lost bag,0
12717,americanair obviously see agent booked us tomorrow morning hotel transportation pregnantwithtwins stranded angry,0
12718,americanair suppose fl hours ago waiting hours ridiculous,0
12719,americanair clt left gate next clt need help,1
12720,americanair company policy refuses employees speak employees phone interesting,0
12721,americanair still hold hung first time another minutes http co imrlau ih,0
12722,americanair rebooked get notified cancelled flightled,0
12723,americanair flight tomorrow,1
12724,americanair thecandacesmith thanks shout candace enjoy ride always adore american airlines,2
12725,without notifying though americanair krescate like cancelled flightling flights kim weather played nice us,0
12726,still thinking pjs may sold americanair momsgoodeats love board us mandarinjourney come,2
12727,americanair flights lie flat seating stl pdx around date march,1
12728,americanair refuse customer willing pay upgrade half first class empty,0
12729,americanair customer service call refunded money,0
12730,americanair im still hold,0
12731,americanair ever wonder find responding many customer complaints twitter airline sucks,0
12732,americanair people cruel stupid posting personal email damn internet u lost mind,0
12733,americanair get class discount wifi flying airlines approx,1
12734,americanair customerservice sitting fourth plane today mechanical problem excuses tough loyal,0
12735,americanair contactcej thanks,2
12736,americanair americanairlines bqonpa flight delayed pos mia missed mia atl need seat last flight atl,0
12737,americanair bad service miami airport,0
12738,americanair needs entire customer service overhaul delta would never treat customers anything less service,0
12739,americanair guys intentionally trying lose customers money,0
12740,americanair continually play according federal regulations every seconds could see quicker service,0
12741,americanair send trusted traveler id add reservation tsa pre,1
12742,americanair thanks hire car chicago drive mke mean go airport,0
12743,americanair folks executive platinum desk great pros understand displeasure change fees switch sw,2
12744,americanair thanks anything help would information help process,2
12745,americanair thanks cancelled flightled flight delayed flight telling us missed work hotel worstcustomerservice,0
12746,americanair flight delayed hour pilots spend hours phone get ep agent phone,0
12747,americanair advised gas pilot flight bad one took action,0
12748,americanair usairways need reported bbb media complete disregard paying customers donotflywiththem,0
12749,americanair anything particular ask want document mileage plus status,1
12750,americanair give us number call instead empty email since working,0
12751,americanair checking consistently called multiple times loyal aa customer disappointed,0
12752,americanair congrats call center customer service guy named fidencio answered went amp beyond help,2
12753,americanair daughter record loc kybilc traveling needs adjacent seats across isle,1
12754,americanair gabriela miami rude employee working mia lga check made experience unpleasant customerexperience,0
12755,americanair ok makes sense tho since give free upgrade first,0
12756,americanair want cancelled flight wanted take someone keep price held today,0
12757,americanair delay communication,0
12758,americanair would like additional details issue airport flight agent name happy w automated lip service,0
12759,americanair supposed depart pm central ready close door pm central,0
12760,americanair maryella green despite inconvenience situation handled quickly appreciate much,2
12761,americanair absolutely,2
12762,americanair cluster continues still connecting instead direct bag charged seats together shafted,0
12763,americanair usairways pregnant twins going abandon overnight airport hotel fault,0
12764,americanair idea delay flight pm pm delay another destination time,0
12765,americanair maryella green received actually thank,2
12766,americanair flights pensacola fl delayed flight,1
12767,americanair status itinerary says request red mean,1
12768,americanair bad rep loosing costumers luggage stopped flying back,0
12769,americanair jokerunning happened,1
12770,americanair drop call people answering phones always high call volume call,0
12771,americanair thanks idk still late flight hope get tonight,2
12772,americanair work call gets cut still holding dfw looking better tomorrow,0
12773,americanair u give answer flight delayed long u compensate missing flights lima cuzco,0
12774,americanair help update birthday incorrectly input reservation preventing checking,1
12775,americanair yep saidi feel sorry run account embarrassing,0
12776,americanair tsa said nothing could question employee swapping customers belongings,0
12777,americanair wait minutes,0
12778,americanair thanks,2
12779,americanair need assistance reflight booking problems flight dfw lit,0
12780,americanair took sitting someone scheduled buenos ares jfk sre make r thy holding plane,0
12781,americanair dinner called hon service would expect st class disappointed,1
12782,americanair upgraded st class inquired red wine sauvignon blanc amp pronounce one describe,1
12783,americanair watched bags abandoned depart gate watched gt mins owner returned mins reported,0
12784,americanair everything sorted thanks help excited get home tonight,2
12785,americanair mistake multibillion dollar company,0
12786,americanair would take long credit card company says card charged yet take days,0
12787,americanair delays money,0
12788,americanair got flight next day credit guys multimillion dollar company give us back credit,0
12789,americanair dont send tweet cover social media complaints sending message way resolve custserv,0
12790,americanair barrettkarabis joke mail receipt yet mail payment fly hand right,0
12791,americanair could wrong http co nxzhbbmt,0
12792,americanair keep good work got destination safe time today,2
12793,americanair anyone make better effort retain customers easy fix want travel aa,0
12794,americanair btr trained gate agts im frequent flyer amp nvr issue w bag day forced gate check priority boarding,0
12795,americanair misplaced bag hr ago tell lost stuff americanairlines unamericanairlines,0
12796,americanair cancelled flightled two flights miami nashville yesterday could get flight days southwestairwasthere,0
12797,americanair lost pieces bags delivered hours lied delivered still refund never,0
12798,americanair improve envoy performance th trip ord delayed hours envoy could drive faster,0
12799,americanair two cancelled flightled lga flights delta took looks like new carrier delta,0
12800,americanair lady b abq great service among several cancelled flightlations,2
12801,americanair ways get minute wait book flight,0
12802,americanair provide guidance work resolve issue,1
12803,americanair really closed gate instead got u wudda put ktn like asked wudda made,0
12804,americanair trying change flight via dfw tomorrow get thru phone long wait cut x help please,0
12805,americanair thanks following finally worked fingers crossed new flight works,2
12806,americanair stuck tarmac clt gate open hope miss connection logistics americanview,0
12807,americanair waited hold two hours call really unreliable,0
12808,americanair board today watched report unfold twitter still proud,2
12809,americanair delay rebooked flight,0
12810,americanair several miss communications able get ord home yet sure get due error,0
12811,americanair um hanging new w,1
12812,americanair hey aa mistake made cr flight booking problems call reservations keep getting hung advise,0
12813,americanair emailed aadvantage status match still waiting wait move united help,0
12814,americanair try great week receive,0
12815,americanair pillows blankets flight home people bad things hair,0
12816,americanair going nightmare guys yesterday zero response tweet last sent,0
12817,americanair tried site amp doesnt allow reason allowed board morning try diff airline work trips,0
12818,americanair bought plane ticket months ago still received flight info ticket email come,0
12819,americanair dca baggage claim employees realize please thank apology go long way customerservice dca,0
12820,americanair took cost flights bank account get refund weeks loyal customer,0
12821,americanair took day work drove hours round trip rescue daughter students laguardia thanks,0
12822,americanair airline ridiculous,0
12823,americanair group minor children broken groups still miami delta much better customer service,0
12824,americanair way get record flights taken,1
12825,americanair thank response got resolved counter,2
12826,americanair one original arrival time said done may pm central impressed,0
12827,americanair flight las vegas dfw cancelled flightled hold forever still spoken anyone pls help,0
12828,americanair every time try call tells try late flightr hangs,0
12829,americanair rebooked different airport throwing wrench plans,0
12830,americanair crew best could control get one chance honeymoon amp failed miserably,0
12831,americanair thx someone picked minutes,0
12832,americanair overbooked business class mia uvf correct seat moved back economy special day,0
12833,americanair kidding gonna take beating apron good lookin planes,2
12834,americanair unacceptable,0
12835,americanair funds purchase another ticket error would cause family miss funeral,0
12836,americanair miss whole days worth work tomorrow suree guys care,0
12837,americanair big company happy something customer costing delays oh mention,0
12838,americanair ticket pending days normal take long want make sure problem,0
12839,americanair bad cs back jetblue least stuck look apologize trouble,0
12840,americanair delay know get credit anybody back supervisor cut speaking,0
12841,americanair free check bag food comp flying credit something help additional dollars hole,0
12842,americanair yes response,0
12843,americanair bags checked cancelled flightled flight arrive mke much help grnd staff havoc dfw,0
12844,americanair like know bag get already accountability cust service,0
12845,americanair never fly guys stuck memphis another day called credit something anything,0
12846,americanair jealous live sydney shirt jeans suit office work need suits warm jacket,1
12847,americanair rizzilient booked tickets using miles need change dates trying get advantage rep two days,0
12848,americanair company hell consideration customers give hundreds millions dollars per year smh,0
12849,americanair snow st louis cold snow hub flights welcome,1
12850,americanair took flight yesterday fron tpa dfw aus bag went iah today bag went iah dfw back iah still bag,0
12851,americanair absolutely unacceptable calling day hung every time need minute bit help,0
12852,americanair envoy airlines disgrace aa family nothing delays cancelled flightlations week week,0
12853,americanair weather logistics hold minutes called get desk agents,0
12854,americanair sent info via dm truly hope resolve quickly media filmcrew cnn nbc,1
12855,americanair never anything bad say love faithful customers,0
12856,americanair also agent aware clearly http co fwkj b le,0
12857,americanair additional fare cost tix change price uk pounds issue uk pounds badcustomerservice,0
12858,americanair fly american family severe weather excuse call make change computer u cant modify,0
12859,americanair amen,1
12860,americanair meelan afford supervisor included conversation pls check rec call badcustomerservice,0
12861,americanair last night severe weather could make needed changes fair goes,0
12862,americanair thanks aa upgrade today getting new flight first one cancelled flightled,2
12863,americanair worst flight change policy mercy sympathy bummer go funerals see friends bc,0
12864,americanair done done much point trip already,0
12865,americanair basically u right http co bpb dw,1
12866,americanair epicfail connections chicago today extremely disappointed w unaccommodating customer service rethinking loyalty,1
12867,americanair well flying jetblue instead free credits actually work,1
12868,americanair messaged please someone contact us immediately,0
12869,americanair dfwairport capability spread salt runway,0
12870,americanair supposed little rock morning,0
12871,americanair boom http co pzgc jch n,1
12872,americanair already spoke line unwilling help really poor support hitawall,0
12873,americanair first ride new new interior seat video nice improvement newplanesmell http co djjjn slht,2
12874,americanair worries good one,2
12875,americanair yes thanks found see gray tab first,1
12876,americanair seriously cats dead going pissed thankful evil wants soul,0
12877,americanair legs damaged seat u damaged expensive case offered anything apology wks late flightr,0
12878,americanair usairways tried understanding let handle situation guess wrong,0
12879,americanair usairways hour phone best tell sent maybe bank misplaced,0
12880,americanair chariot tonight angle looks like http co zzkqwwbjz,1
12881,americanair usairways day come suppose get money back bank received anything,0
12882,americanair calling corporate,0
12883,americanair cannot understand part oneworld member treat customers fairly tcf oldplanes damageluggage,0
12884,americanair probs worst customer service ever replied complaint submitted weeks ago bout damaged bag even replacing,0
12885,americanair cancelled flightled ticket taking two months refund still waiting,0
12886,americanair new marketing song https co f lfulcbq let us know think http co nbzkhizf v,1
12887,americanair thanks hope get movies tv broke flight,0
12888,americanair thanks entirely unhelpful wasting hours time today,0
12889,well americanair flying rebooked jetblue credits actually work free,0
12890,americanair check broken tablet see attached picture media filmcrew nbc cnn http co uq oopjpwg,0
12891,americanair originating sfo going lax,1
12892,americanair calling morning still get need chge flight week,0
12893,americanair guys talk americans ecuador read https co klzvmt,1
12894,americanair prob give refund since made miss flight waiting talk someone hours http co sfpcbyy,0
12895,americanair tried usairways anyway,1
12896,americanair oh received back email saying delays happen uh huh,0
12897,americanair place hold complete payment see way reservations page,0
12898,americanair bad weather happens able get reservations rep hours crazy frustrated,0
12899,americanair flight get chicago,1
12900,americanair customer svc reps unable handle calls hrs cancelled flightlation policy booked yesterday need cancelled flight,0
12901,americanair bad weather understandable pilot said people called zero bags plane,0
12902,americanair yep filed claim heathrow yesterday promised call morning update got nothing,0
12903,americanair seem impossible contact anyone airline get item left board plane min deplane,0
12904,americanair flew chi instead got ride mke u said bags would go mke today cancelled flightled flight tho,0
12905,americanair stuck gate miami jfk flight going get tonight frustrating,0
12906,americanair understand busy amp best frustration automated call changing flight w allowing talk,0
12907,americanair help u said ud chnge retrn flght since missed connection sat amp ur pickng phone hve hrs left,0
12908,americanair almost month still response online complaint questions,0
12909,americanair bad weather happens lack preparation inexcusable depending good weather good business model,0
12910,americanair us going time still deplaning bs,0
12911,americanair next exactly,1
12912,americanair flight tomorrow cancelled flightled new one booked seats taken care tweet commend service thanks,2
12913,americanair instead yelled told call number pick due call volume,0
12914,americanair boston airport problem agents honor voucher one number rubbed,0
12915,americanair see photo b scale model amp pn wheel deflator specified chapter b amm http co kfd wqrklw,1
12916,americanair guess bs airportcardio given cannot time flight,0
12917,americanair see photo model amp pn wheel deflator specified chapter b amm http co oilncfweyg,1
12918,americanair really explain customer service gate agent c bothered,0
12919,americanair wife flt bro tul via dfw cancelled flighted bought swa flight get home partial refund dm plz,0
12920,americanair trying get reservations since yesterday make change reservation hold,0
12921,americanair thanks miss dog delay costing lot money,0
12922,americanair yes says deliver within hours pick line,2
12923,americanair still get change flight really important plz help,0
12924,americanair landed lit,1
12925,americanair ended emailing complaint customer relations aa com hope works travelproblems,0
12926,americanair tomorrow sites show flight ewr cancelled flightled,0
12927,americanair pets allowed first class,1
12928,americanair lie lost bag suppose trust lives thousands feet air,0
12929,americanair help seats taken way handle high volume call days,0
12930,americanair worst first class boarding service ever,0
12931,americanair disgusting chicken entree ever seen standards seriously nosedived newamerican http co essfoowt,0
12932,americanair im tryin book flight cant get ahold anyone,0
12933,americanair upgraded next flight,1
12934,americanair finally final destination w extra significant travel expenses amp missed work resolve experience,0
12935,americanair changing dest city award reservation party fee pax first rest,1
12936,americanair delaney shawn dfw showed exceptional customer service today happily choose aa whenever possible thank,2
12937,americanair another customer non service waited solve problem would miss funeral suck,0
12938,americanair already shared nothing done,0
12939,americanair kanne southwestair better aa,0
12940,americanair really though agent worried reservation help,0
12941,americanair listening delay message phone another delay message coming get shit together,0
12942,americanair hi get error msg trying check line states wrong pass tickets rcvd aa due training dfw u know,0
12943,americanair employee gate jfk telling people bag fit needs checked clearly fits aa,0
12944,americanair thanks finally got afternoon,2
12945,americanair waiting delayed plane sat plane hour waiting late flight passenger bs,0
12946,americanair bag,0
12947,americanair,1
12948,americanair true stop making excuses either overbook crappy planes,0
12949,americanair americanairlines approach mex http co se dmjhiw,1
12950,americanair booked seat dallas live dallas real nice gate agent exit row available told available,0
12951,americanair paid using paypal online charged system error ended calling,0
12952,americanair aateam thanks working rigorous weather conditions,2
12953,americanair asking exception staffer moving last minute nonprofit amp losing want change ticket,0
12954,americanair thanks look forward response,2
12955,americanair advantage agents horrible waiting hours call back hung rude agent,0
12956,americanair yes issues site well unfortunately,0
12957,americanair see new american airlines credit card replace usairways dividend mastercard,1
12958,americanair wife stuck brownsville chance get flight needs work tomorrow morning,0
12959,americanair year think,0
12960,americanair thank truly appreciate help sent dm,2
12961,americanair best message saying use website website saying need call answer hardtodo,0
12962,americanair trying get flight changed dallas calling number says thanks calling hangs guess stuck,0
12963,americanair aa airplane sitting hrs mechanical problems btw aa desk unorganized,0
12964,americanair miami phl flight cancelled flightled got gate one aa around one phone awful awful awful,0
12965,americanair care less youre without bags day week ive stories last hours want bag,0
12966,americanair hah best flight attendant response happy getting screwed carriers hahahah pathetic,0
12967,americanair aa flight jamaica cancelled flightled yesterday due weather flights still landing dfw,0
12968,americanair boarding mins yay,1
12969,americanair liar precipitation day degrees pacify look like fool thats problem admit suck,0
12970,americanair thank much,2
12971,americanair calls span two days none available speak someone un f believable worst ever,0
12972,americanair elwoodblues sure understands rules guys zero customer service staff damn counters,0
12973,americanair baggage handlers calling dfw today luggage onboard planes,0
12974,americanair minutes hold another minutes call yes going pushing get airport time,0
12975,americanair hi discount award policy credit card holders change longer seeing chart specials site thanks,1
12976,americanair seat assignment process flight booking problems misleading paying extra select seat,0
12977,americanair hire staff helpful informed nice customers,0
12978,americanair rude ticket counter employees forcing wife standby pushing list bad day,0
12979,americanair agents dfw kind best help make phx error attitude americant,0
12980,americanair let reuse ticket thus booked vacation delta never flying american,0
12981,americanair hrs guess hang amp give using award miles prices jump hm thanks http co le h gtzxz,0
12982,americanair need hold get call back get hung phone system hours,0
12983,americanair rude unprofessional helpful helping try get home aaadvantage loyal aa customer dissatisfied,0
12984,americanair work comm skills w hate agents phx said confirmed flight dfw amp got standby,0
12985,americanair thank assistance,2
12986,americanair hello question many balloons think take life one planes,0
12987,americanair need know ill able reach ind today rather stay maf fly dfw amp find travel http co gvgkhbx rb,0
12988,americanair trying hardest get frustrated getting response email phone aa owes claim,0
12989,americanair hi flight dallas cancelled flightled going la u pls help rebook,0
12990,americanair nd time days flight delayed gate agent said anything thanks memories neveragain,0
12991,americanair thanks telling go airport check agent http co pfsenjk pw,1
12992,americanair best number use,1
12993,americanair call cue hours call yet wife cue hours got call hung,0
12994,americanair phone minutes said would advice,0
12995,americanair chicago seen seat aa far great ride pdx http co x rsvagijn,2
12996,americanair thanks delivery status,2
12997,americanair believe acceptable ticket changed check time amp notified apparently standard,0
12998,americanair need complain aa email form field allow enough characters complaint real email address,0
12999,americanair flight aa delayed providenciales missing connection aa miami sea call,0
13000,americanair ticket gave lying raising voice explanation happened http co cfhtk r,0
13001,americanair check going de airport everything fine fail,0
13002,americanair attached original ticket flight number experience thought would terrible http co sdlyn mss,0
13003,americanair booked online unable cancelled flight online finally got thru,1
13004,americanair hey becky piela orange county airport really kind helpful rescheduling flight,2
13005,americanair feb th rep gave record locator told receiving email itinerary confirmation,0
13006,americanair entire process took sooooo long decent seats left customerservice,0
13007,americanair flight attendant announced transportation waiting us flight think make,1
13008,americanair hold reserve award travel hrs anyone home crazy weather issue http co cehroeurc,0
13009,americanair mind fee told change name ticket,0
13010,americanair thank pick time,2
13011,americanair original receipt lists flight cost ish reflect use voucher,0
13012,americanair whats hold flight,1
13013,americanair well guys totally kicking million pounds ass bar none best sm team airline industry opinion,2
13014,americanair least could would refund one way ticket buy since able accommodate thank,0
13015,americanair patient delayed bags weeks told could take another weeks unacceptable,0
13016,americanair purchase ticket never would buy flight cancelled flightled terrible customer service,0
13017,americanair flt sorry scheduled phl mia totally chaotic poorly addressed event sent three gates night,0
13018,americanair told could refund cost original return flight note flight booked expensive,0
13019,americanair okay since put earlier flight buy ticket another airline,0
13020,americanair heard back today put flight tomorrow arriving home pm meaning take nd day work,0
13021,americanair airport hrs told nothing anyone rep said waiting mechanics finish lunch,0
13022,americanair considering past midnight hung called receive another service call,1
13023,americanair redeem aadavantage miles lan flights,1
13024,americanair tried less times today get touch service desk beginning est luck help,0
13025,americanair put hold hrs got call back pm wait hold another hour,0
13026,americanair lost customer today flight today cancelled flightled find calling customer service yesterday,0
13027,americanair called regarding bag came yesterday one notified updated online record locator customerservice,0
13028,americanair realize customer service leaves much desired folks handling calls could care less shows,0
13029,americanair thanks,2
13030,americanair unacceptable clear losing one customer matter american many bankruptcies take,0
13031,americanair another airline accommodating customers unable simply change passengers notice simply,0
13032,americanair probability flight dfw dtw delayed cancelled flighted,1
13033,americanair thank,2
13034,americanair uhmmm need jcolenc dallas tx tour,1
13035,americanair way reserve dog flight without speaking representative booted helpline,0
13036,americanair calling straight days one picks sure storms also customers holler,0
13037,americanair tell luggage flight sna dfw flight mke cancelled flightled got rebooked ord,0
13038,americanair gtsvyb says cancelled flightled try check,0
13039,americanair thank processing refund,2
13040,americanair good expect get phone make changes change online,0
13041,americanair usairways us feb unprofessional unprepared unsympathetic lacked communication lacked solutions,0
13042,americanair thanks asking second plane maintenance issue flight ord lit sitting gate warm plane,2
13043,americanair hey ho losing money next make sure stick flyers right booklet,0
13044,americanair please dm,1
13045,americanair trying hrs reach agent must make change done web pst cancelled flight revs ystday,0
13046,americanair oh losing luggage ridiculous angrybird smybag,0
13047,americanair great job great service sdf weekend winter storm,2
13048,americanair please get together find husbands luggage ruining ski trip aspen rd day luggage,0
13049,americanair worry delta took good care loss gain,0
13050,americanair welcome anyone works conditions deserves thank even though side atlantic lol xx,2
13051,americanair could check swu typo last post space aa mxp jfk feb th thanks,1
13052,americanair could check svu space aa mxp jfk feb th thanks,1
13053,americanair thanks gang mind ask handle social media house,2
13054,americanair sure frustrating stranded airport fate hands,0
13055,americanair thanks telling flight got cancelled flightled missing luggage thanks fam,0
13056,americanair yes thanks,2
13057,americanair min still hold chg award travel sorrynotsorry,0
13058,americanair people phone see difference poor process,0
13059,americanair got new reservation tomorrow thanks,2
13060,americanair couple questions available pm,1
13061,americanair friends flight jax dfw cancelled flighted,1
13062,americanair still taking calls storm ended days ago like pats doyourjob,0
13063,americanair dollar rt ticket chicago yes please,2
13064,americanair thank,1
13065,americanair let extraordinary week make year remember goingforgreat thanks much american airlines,2
13066,americanair helpful,0
13067,americanair expect us spend hard earn fly make exceptions extra call volume however never make acpt,0
13068,americanair friend told able use credit airline towards one flights told,1
13069,americanair hour half landing bags finally trickling http co kbtzvju b,0
13070,americanair well spelled name wrong,1
13071,americanair hours patient call back feature pay someone answer phone tweet onhold,0
13072,americanair please something boarding dca x many delays buses planes tarmac despite empty gates disorganized mess,0
13073,americanair standby line update online app either troubling,0
13074,americanair cancelled flight trip instead future trip voucher drink coupon would better wakinginmemphis,0
13075,americanair thx sent dm,2
13076,americanair unbelievable cannot even wait hold speak human resolve issue system simply hangs,0
13077,americanair thanks airline ruined bag refuse anything,0
13078,americanair open kiosks priority line open main check ppl,0
